id,experiment_id,sample_id,met_id,data_raw,data_corrected,data_units,data_reference,used_,comment_
3008,ALEsKOs01,140807_4_OxicEvo04tpiAEvo01EPEcoliGlcM9_Broth-3,lac-L,0.91389,0.91389,mM,HPLC,TRUE,"Biphasic growth: acetate appears to be the dominant excretion product early in exponential growth, but begins to switch to lactate during mid- to late- exponential growth"
3009,ALEsKOs01,140807_5_OxicEvo04tpiAEvo01EPEcoliGlcM9_Broth-1,lac-L,1.28558,1.28558,mM,HPLC,TRUE,"Biphasic growth: acetate appears to be the dominant excretion product early in exponential growth, but begins to switch to lactate during mid- to late- exponential growth"
3010,ALEsKOs01,140807_5_OxicEvo04tpiAEvo01EPEcoliGlcM9_Broth-2,lac-L,1.39233,1.39233,mM,HPLC,TRUE,"Biphasic growth: acetate appears to be the dominant excretion product early in exponential growth, but begins to switch to lactate during mid- to late- exponential growth"
3011,ALEsKOs01,140807_5_OxicEvo04tpiAEvo01EPEcoliGlcM9_Broth-3,lac-L,1.34071,1.34071,mM,HPLC,TRUE,"Biphasic growth: acetate appears to be the dominant excretion product early in exponential growth, but begins to switch to lactate during mid- to late- exponential growth"
3012,ALEsKOs01,140807_6_OxicEvo04tpiAEvo01EPEcoliGlcM9_Broth-1,lac-L,1.02409,1.02409,mM,HPLC,FALSE,"Biphasic growth: acetate appears to be the dominant excretion product early in exponential growth, but begins to switch to lactate during mid- to late- exponential growth"
3013,ALEsKOs01,140807_6_OxicEvo04tpiAEvo01EPEcoliGlcM9_Broth-2,lac-L,2.10984,2.10984,mM,HPLC,TRUE,"Biphasic growth: acetate appears to be the dominant excretion product early in exponential growth, but begins to switch to lactate during mid- to late- exponential growth"
3014,ALEsKOs01,140807_6_OxicEvo04tpiAEvo01EPEcoliGlcM9_Broth-3,lac-L,2.02598,2.02598,mM,HPLC,TRUE,"Biphasic growth: acetate appears to be the dominant excretion product early in exponential growth, but begins to switch to lactate during mid- to late- exponential growth"
3015,ALEsKOs01,140807_3_OxicEvo04tpiAEvo02EPEcoliGlcM9_Broth-1,lac-L,0.18147,0.18147,mM,HPLC,TRUE,"Biphasic growth: acetate appears to be the dominant excretion product early in exponential growth, but begins to switch to lactate during mid- to late- exponential growth"
3016,ALEsKOs01,140807_3_OxicEvo04tpiAEvo02EPEcoliGlcM9_Broth-2,lac-L,0.16683,0.16683,mM,HPLC,TRUE,"Biphasic growth: acetate appears to be the dominant excretion product early in exponential growth, but begins to switch to lactate during mid- to late- exponential growth"
3017,ALEsKOs01,140807_3_OxicEvo04tpiAEvo02EPEcoliGlcM9_Broth-3,lac-L,0.18514,0.18514,mM,HPLC,TRUE,"Biphasic growth: acetate appears to be the dominant excretion product early in exponential growth, but begins to switch to lactate during mid- to late- exponential growth"
3018,ALEsKOs01,140807_4_OxicEvo04tpiAEvo02EPEcoliGlcM9_Broth-1,lac-L,0.58594,0.58594,mM,HPLC,TRUE,"Biphasic growth: acetate appears to be the dominant excretion product early in exponential growth, but begins to switch to lactate during mid- to late- exponential growth"
3019,ALEsKOs01,140807_4_OxicEvo04tpiAEvo02EPEcoliGlcM9_Broth-2,lac-L,0.5561,0.5561,mM,HPLC,TRUE,"Biphasic growth: acetate appears to be the dominant excretion product early in exponential growth, but begins to switch to lactate during mid- to late- exponential growth"
3020,ALEsKOs01,140807_4_OxicEvo04tpiAEvo02EPEcoliGlcM9_Broth-3,lac-L,0.56821,0.56821,mM,HPLC,TRUE,"Biphasic growth: acetate appears to be the dominant excretion product early in exponential growth, but begins to switch to lactate during mid- to late- exponential growth"
3021,ALEsKOs01,140807_5_OxicEvo04tpiAEvo02EPEcoliGlcM9_Broth-1,lac-L,0.89921,0.89921,mM,HPLC,TRUE,"Biphasic growth: acetate appears to be the dominant excretion product early in exponential growth, but begins to switch to lactate during mid- to late- exponential growth"
3022,ALEsKOs01,140807_5_OxicEvo04tpiAEvo02EPEcoliGlcM9_Broth-2,lac-L,0.83824,0.83824,mM,HPLC,TRUE,"Biphasic growth: acetate appears to be the dominant excretion product early in exponential growth, but begins to switch to lactate during mid- to late- exponential growth"
3023,ALEsKOs01,140807_5_OxicEvo04tpiAEvo02EPEcoliGlcM9_Broth-3,lac-L,0.87851,0.87851,mM,HPLC,TRUE,"Biphasic growth: acetate appears to be the dominant excretion product early in exponential growth, but begins to switch to lactate during mid- to late- exponential growth"
3024,ALEsKOs01,140807_6_OxicEvo04tpiAEvo02EPEcoliGlcM9_Broth-1,lac-L,1.59615,1.59615,mM,HPLC,TRUE,"Biphasic growth: acetate appears to be the dominant excretion product early in exponential growth, but begins to switch to lactate during mid- to late- exponential growth"
3025,ALEsKOs01,140807_6_OxicEvo04tpiAEvo02EPEcoliGlcM9_Broth-2,lac-L,0.87659,0.87659,mM,HPLC,FALSE,"Biphasic growth: acetate appears to be the dominant excretion product early in exponential growth, but begins to switch to lactate during mid- to late- exponential growth"
3026,ALEsKOs01,140807_6_OxicEvo04tpiAEvo02EPEcoliGlcM9_Broth-3,lac-L,1.5475,1.5475,mM,HPLC,TRUE,"Biphasic growth: acetate appears to be the dominant excretion product early in exponential growth, but begins to switch to lactate during mid- to late- exponential growth"
3027,ALEsKOs01,140811_3_OxicEvo04tpiAEvo03EPEcoliGlcM9_Broth-1,lac-L,0.21078,0.21078,mM,HPLC,TRUE,"Biphasic growth: acetate appears to be the dominant excretion product early in exponential growth, but begins to switch to lactate during mid- to late- exponential growth"
3028,ALEsKOs01,140811_3_OxicEvo04tpiAEvo03EPEcoliGlcM9_Broth-2,lac-L,0.2552,0.2552,mM,HPLC,TRUE,"Biphasic growth: acetate appears to be the dominant excretion product early in exponential growth, but begins to switch to lactate during mid- to late- exponential growth"
3029,ALEsKOs01,140811_3_OxicEvo04tpiAEvo03EPEcoliGlcM9_Broth-3,lac-L,0.28834,0.28834,mM,HPLC,TRUE,"Biphasic growth: acetate appears to be the dominant excretion product early in exponential growth, but begins to switch to lactate during mid- to late- exponential growth"
3030,ALEsKOs01,140811_4_OxicEvo04tpiAEvo03EPEcoliGlcM9_Broth-1,lac-L,0.76212,0.76212,mM,HPLC,TRUE,"Biphasic growth: acetate appears to be the dominant excretion product early in exponential growth, but begins to switch to lactate during mid- to late- exponential growth"
3031,ALEsKOs01,140811_4_OxicEvo04tpiAEvo03EPEcoliGlcM9_Broth-2,lac-L,0.85013,0.85013,mM,HPLC,TRUE,"Biphasic growth: acetate appears to be the dominant excretion product early in exponential growth, but begins to switch to lactate during mid- to late- exponential growth"
3032,ALEsKOs01,140811_4_OxicEvo04tpiAEvo03EPEcoliGlcM9_Broth-3,lac-L,0.97761,0.97761,mM,HPLC,TRUE,"Biphasic growth: acetate appears to be the dominant excretion product early in exponential growth, but begins to switch to lactate during mid- to late- exponential growth"
3033,ALEsKOs01,140811_5_OxicEvo04tpiAEvo03EPEcoliGlcM9_Broth-1,lac-L,1.16902,1.16902,mM,HPLC,TRUE,"Biphasic growth: acetate appears to be the dominant excretion product early in exponential growth, but begins to switch to lactate during mid- to late- exponential growth"
3034,ALEsKOs01,140811_5_OxicEvo04tpiAEvo03EPEcoliGlcM9_Broth-2,lac-L,1.35669,1.35669,mM,HPLC,TRUE,"Biphasic growth: acetate appears to be the dominant excretion product early in exponential growth, but begins to switch to lactate during mid- to late- exponential growth"
3035,ALEsKOs01,140811_5_OxicEvo04tpiAEvo03EPEcoliGlcM9_Broth-3,lac-L,1.51379,1.51379,mM,HPLC,TRUE,"Biphasic growth: acetate appears to be the dominant excretion product early in exponential growth, but begins to switch to lactate during mid- to late- exponential growth"
3036,ALEsKOs01,140811_6_OxicEvo04tpiAEvo03EPEcoliGlcM9_Broth-1,lac-L,2.09764,2.09764,mM,HPLC,TRUE,"Biphasic growth: acetate appears to be the dominant excretion product early in exponential growth, but begins to switch to lactate during mid- to late- exponential growth"
3037,ALEsKOs01,140811_6_OxicEvo04tpiAEvo03EPEcoliGlcM9_Broth-2,lac-L,2.57795,2.57795,mM,HPLC,TRUE,"Biphasic growth: acetate appears to be the dominant excretion product early in exponential growth, but begins to switch to lactate during mid- to late- exponential growth"
3038,ALEsKOs01,140811_6_OxicEvo04tpiAEvo03EPEcoliGlcM9_Broth-3,lac-L,2.65947,2.65947,mM,HPLC,TRUE,"Biphasic growth: acetate appears to be the dominant excretion product early in exponential growth, but begins to switch to lactate during mid- to late- exponential growth"
3039,ALEsKOs01,140807_1_OxicEvo04tpiAEvo01EPEcoliGlcM9_Broth-1,glyc,0.01901,0.01901,mM,HPLC,FALSE,"Detection of glycerol is not sensitive enough to determine an accurate rate; However, glycerol is present and is most likely being excreted in minute amounts"
3040,ALEsKOs01,140807_1_OxicEvo04tpiAEvo01EPEcoliGlcM9_Broth-2,glyc,0.01587,0.01587,mM,HPLC,FALSE,"Detection of glycerol is not sensitive enough to determine an accurate rate; However, glycerol is present and is most likely being excreted in minute amounts"
3041,ALEsKOs01,140807_1_OxicEvo04tpiAEvo01EPEcoliGlcM9_Broth-3,glyc,0.01626,0.01626,mM,HPLC,FALSE,"Detection of glycerol is not sensitive enough to determine an accurate rate; However, glycerol is present and is most likely being excreted in minute amounts"
3042,ALEsKOs01,140807_2_OxicEvo04tpiAEvo01EPEcoliGlcM9_Broth-2,glyc,0.00654,0.00654,mM,HPLC,FALSE,"Detection of glycerol is not sensitive enough to determine an accurate rate; However, glycerol is present and is most likely being excreted in minute amounts"
3043,ALEsKOs01,140807_2_OxicEvo04tpiAEvo01EPEcoliGlcM9_Broth-3,glyc,0.00841,0.00841,mM,HPLC,FALSE,"Detection of glycerol is not sensitive enough to determine an accurate rate; However, glycerol is present and is most likely being excreted in minute amounts"
3044,ALEsKOs01,140807_3_OxicEvo04tpiAEvo01EPEcoliGlcM9_Broth-1,glyc,0,0,mM,HPLC,FALSE,"Detection of glycerol is not sensitive enough to determine an accurate rate; However, glycerol is present and is most likely being excreted in minute amounts"
3045,ALEsKOs01,140807_3_OxicEvo04tpiAEvo01EPEcoliGlcM9_Broth-2,glyc,0.0155,0.0155,mM,HPLC,FALSE,"Detection of glycerol is not sensitive enough to determine an accurate rate; However, glycerol is present and is most likely being excreted in minute amounts"
3046,ALEsKOs01,140807_3_OxicEvo04tpiAEvo01EPEcoliGlcM9_Broth-3,glyc,0.01592,0.01592,mM,HPLC,FALSE,"Detection of glycerol is not sensitive enough to determine an accurate rate; However, glycerol is present and is most likely being excreted in minute amounts"
3047,ALEsKOs01,140807_4_OxicEvo04tpiAEvo01EPEcoliGlcM9_Broth-2,glyc,0.0203,0.0203,mM,HPLC,FALSE,"Detection of glycerol is not sensitive enough to determine an accurate rate; However, glycerol is present and is most likely being excreted in minute amounts"
3048,ALEsKOs01,140807_4_OxicEvo04tpiAEvo01EPEcoliGlcM9_Broth-3,glyc,0.01618,0.01618,mM,HPLC,FALSE,"Detection of glycerol is not sensitive enough to determine an accurate rate; However, glycerol is present and is most likely being excreted in minute amounts"
3049,ALEsKOs01,140807_5_OxicEvo04tpiAEvo01EPEcoliGlcM9_Broth-1,glyc,0.0189,0.0189,mM,HPLC,FALSE,"Detection of glycerol is not sensitive enough to determine an accurate rate; However, glycerol is present and is most likely being excreted in minute amounts"
3050,ALEsKOs01,140807_5_OxicEvo04tpiAEvo01EPEcoliGlcM9_Broth-2,glyc,0.01847,0.01847,mM,HPLC,FALSE,"Detection of glycerol is not sensitive enough to determine an accurate rate; However, glycerol is present and is most likely being excreted in minute amounts"
3051,ALEsKOs01,140807_5_OxicEvo04tpiAEvo01EPEcoliGlcM9_Broth-3,glyc,0.0203,0.0203,mM,HPLC,FALSE,"Detection of glycerol is not sensitive enough to determine an accurate rate; However, glycerol is present and is most likely being excreted in minute amounts"
3052,ALEsKOs01,140807_6_OxicEvo04tpiAEvo01EPEcoliGlcM9_Broth-2,glyc,0.0296,0.0296,mM,HPLC,FALSE,"Detection of glycerol is not sensitive enough to determine an accurate rate; However, glycerol is present and is most likely being excreted in minute amounts"
3053,ALEsKOs01,140807_6_OxicEvo04tpiAEvo01EPEcoliGlcM9_Broth-3,glyc,0.0343,0.0343,mM,HPLC,FALSE,"Detection of glycerol is not sensitive enough to determine an accurate rate; However, glycerol is present and is most likely being excreted in minute amounts"
3054,ALEsKOs01,140811_1_OxicEvo04tpiAEvo03EPEcoliGlcM9_Broth-2,glyc,0.03096,0.03096,mM,HPLC,FALSE,"Detection of glycerol is not sensitive enough to determine an accurate rate; However, glycerol is present and is most likely being excreted in minute amounts"
3055,ALEsKOs01,140811_1_OxicEvo04tpiAEvo03EPEcoliGlcM9_Broth-3,glyc,0.02554,0.02554,mM,HPLC,FALSE,"Detection of glycerol is not sensitive enough to determine an accurate rate; However, glycerol is present and is most likely being excreted in minute amounts"
3056,ALEsKOs01,140811_2_OxicEvo04tpiAEvo03EPEcoliGlcM9_Broth-1,glyc,0.01573,0.01573,mM,HPLC,FALSE,"Detection of glycerol is not sensitive enough to determine an accurate rate; However, glycerol is present and is most likely being excreted in minute amounts"
3057,ALEsKOs01,140811_2_OxicEvo04tpiAEvo03EPEcoliGlcM9_Broth-2,glyc,0.01889,0.01889,mM,HPLC,FALSE,"Detection of glycerol is not sensitive enough to determine an accurate rate; However, glycerol is present and is most likely being excreted in minute amounts"
3058,ALEsKOs01,140811_2_OxicEvo04tpiAEvo03EPEcoliGlcM9_Broth-3,glyc,0.02675,0.02675,mM,HPLC,FALSE,"Detection of glycerol is not sensitive enough to determine an accurate rate; However, glycerol is present and is most likely being excreted in minute amounts"
3059,ALEsKOs01,140811_3_OxicEvo04tpiAEvo03EPEcoliGlcM9_Broth-1,glyc,0.02241,0.02241,mM,HPLC,FALSE,"Detection of glycerol is not sensitive enough to determine an accurate rate; However, glycerol is present and is most likely being excreted in minute amounts"
3060,ALEsKOs01,140811_3_OxicEvo04tpiAEvo03EPEcoliGlcM9_Broth-2,glyc,0.03252,0.03252,mM,HPLC,FALSE,"Detection of glycerol is not sensitive enough to determine an accurate rate; However, glycerol is present and is most likely being excreted in minute amounts"
3061,ALEsKOs01,140811_3_OxicEvo04tpiAEvo03EPEcoliGlcM9_Broth-3,glyc,0.03444,0.03444,mM,HPLC,FALSE,"Detection of glycerol is not sensitive enough to determine an accurate rate; However, glycerol is present and is most likely being excreted in minute amounts"
3062,ALEsKOs01,140811_4_OxicEvo04tpiAEvo03EPEcoliGlcM9_Broth-1,glyc,0.03189,0.03189,mM,HPLC,FALSE,"Detection of glycerol is not sensitive enough to determine an accurate rate; However, glycerol is present and is most likely being excreted in minute amounts"
3063,ALEsKOs01,140811_4_OxicEvo04tpiAEvo03EPEcoliGlcM9_Broth-2,glyc,0.03392,0.03392,mM,HPLC,FALSE,"Detection of glycerol is not sensitive enough to determine an accurate rate; However, glycerol is present and is most likely being excreted in minute amounts"
3064,ALEsKOs01,140811_4_OxicEvo04tpiAEvo03EPEcoliGlcM9_Broth-3,glyc,0.03233,0.03233,mM,HPLC,FALSE,"Detection of glycerol is not sensitive enough to determine an accurate rate; However, glycerol is present and is most likely being excreted in minute amounts"
3065,ALEsKOs01,140811_5_OxicEvo04tpiAEvo03EPEcoliGlcM9_Broth-1,glyc,0.03994,0.03994,mM,HPLC,FALSE,"Detection of glycerol is not sensitive enough to determine an accurate rate; However, glycerol is present and is most likely being excreted in minute amounts"
3066,ALEsKOs01,140811_5_OxicEvo04tpiAEvo03EPEcoliGlcM9_Broth-2,glyc,0.04451,0.04451,mM,HPLC,FALSE,"Detection of glycerol is not sensitive enough to determine an accurate rate; However, glycerol is present and is most likely being excreted in minute amounts"
3067,ALEsKOs01,140811_5_OxicEvo04tpiAEvo03EPEcoliGlcM9_Broth-3,glyc,0.04076,0.04076,mM,HPLC,FALSE,"Detection of glycerol is not sensitive enough to determine an accurate rate; However, glycerol is present and is most likely being excreted in minute amounts"
3068,ALEsKOs01,140811_6_OxicEvo04tpiAEvo03EPEcoliGlcM9_Broth-1,glyc,0.05125,0.05125,mM,HPLC,FALSE,"Detection of glycerol is not sensitive enough to determine an accurate rate; However, glycerol is present and is most likely being excreted in minute amounts"
3069,ALEsKOs01,140811_6_OxicEvo04tpiAEvo03EPEcoliGlcM9_Broth-2,glyc,0.06386,0.06386,mM,HPLC,FALSE,"Detection of glycerol is not sensitive enough to determine an accurate rate; However, glycerol is present and is most likely being excreted in minute amounts"
3070,ALEsKOs01,140811_6_OxicEvo04tpiAEvo03EPEcoliGlcM9_Broth-3,glyc,0.05795,0.05795,mM,HPLC,FALSE,"Detection of glycerol is not sensitive enough to determine an accurate rate; However, glycerol is present and is most likely being excreted in minute amounts"
3071,ALEsKOs01,140807_2_OxicEvo04tpiAEvo01EPEcoliGlcM9_Broth-1,ac,0.28805,0.28805,mM,HPLC,FALSE,"Biphasic growth: acetate appears to be the dominant excretion product early in exponential growth, but begins to switch to lactate during mid- to late- exponential growth"
3072,ALEsKOs01,140807_2_OxicEvo04tpiAEvo01EPEcoliGlcM9_Broth-2,ac,0.3903,0.3903,mM,HPLC,TRUE,"Biphasic growth: acetate appears to be the dominant excretion product early in exponential growth, but begins to switch to lactate during mid- to late- exponential growth"
3073,ALEsKOs01,140807_2_OxicEvo04tpiAEvo01EPEcoliGlcM9_Broth-3,ac,0.33669,0.33669,mM,HPLC,TRUE,"Biphasic growth: acetate appears to be the dominant excretion product early in exponential growth, but begins to switch to lactate during mid- to late- exponential growth"
3074,ALEsKOs01,140807_3_OxicEvo04tpiAEvo01EPEcoliGlcM9_Broth-1,ac,0.90314,0.90314,mM,HPLC,TRUE,"Biphasic growth: acetate appears to be the dominant excretion product early in exponential growth, but begins to switch to lactate during mid- to late- exponential growth"
3075,ALEsKOs01,140807_3_OxicEvo04tpiAEvo01EPEcoliGlcM9_Broth-2,ac,0.98628,0.98628,mM,HPLC,TRUE,"Biphasic growth: acetate appears to be the dominant excretion product early in exponential growth, but begins to switch to lactate during mid- to late- exponential growth"
3076,ALEsKOs01,140807_3_OxicEvo04tpiAEvo01EPEcoliGlcM9_Broth-3,ac,0.88505,0.88505,mM,HPLC,TRUE,"Biphasic growth: acetate appears to be the dominant excretion product early in exponential growth, but begins to switch to lactate during mid- to late- exponential growth"
3077,ALEsKOs01,140807_4_OxicEvo04tpiAEvo01EPEcoliGlcM9_Broth-1,ac,1.70671,1.70671,mM,HPLC,TRUE,"Biphasic growth: acetate appears to be the dominant excretion product early in exponential growth, but begins to switch to lactate during mid- to late- exponential growth"
3078,ALEsKOs01,140807_4_OxicEvo04tpiAEvo01EPEcoliGlcM9_Broth-2,ac,1.83526,1.83526,mM,HPLC,TRUE,"Biphasic growth: acetate appears to be the dominant excretion product early in exponential growth, but begins to switch to lactate during mid- to late- exponential growth"
3079,ALEsKOs01,140807_4_OxicEvo04tpiAEvo01EPEcoliGlcM9_Broth-3,ac,1.68726,1.68726,mM,HPLC,TRUE,"Biphasic growth: acetate appears to be the dominant excretion product early in exponential growth, but begins to switch to lactate during mid- to late- exponential growth"
3080,ALEsKOs01,140807_5_OxicEvo04tpiAEvo01EPEcoliGlcM9_Broth-1,ac,2.1275,2.1275,mM,HPLC,TRUE,"Biphasic growth: acetate appears to be the dominant excretion product early in exponential growth, but begins to switch to lactate during mid- to late- exponential growth"
3081,ALEsKOs01,140807_5_OxicEvo04tpiAEvo01EPEcoliGlcM9_Broth-2,ac,2.21968,2.21968,mM,HPLC,TRUE,"Biphasic growth: acetate appears to be the dominant excretion product early in exponential growth, but begins to switch to lactate during mid- to late- exponential growth"
3082,ALEsKOs01,140807_5_OxicEvo04tpiAEvo01EPEcoliGlcM9_Broth-3,ac,2.05802,2.05802,mM,HPLC,TRUE,"Biphasic growth: acetate appears to be the dominant excretion product early in exponential growth, but begins to switch to lactate during mid- to late- exponential growth"
3083,ALEsKOs01,140807_6_OxicEvo04tpiAEvo01EPEcoliGlcM9_Broth-1,ac,1.53355,1.53355,mM,HPLC,FALSE,"Biphasic growth: acetate appears to be the dominant excretion product early in exponential growth, but begins to switch to lactate during mid- to late- exponential growth"
3084,ALEsKOs01,140807_6_OxicEvo04tpiAEvo01EPEcoliGlcM9_Broth-2,ac,2.62379,2.62379,mM,HPLC,TRUE,"Biphasic growth: acetate appears to be the dominant excretion product early in exponential growth, but begins to switch to lactate during mid- to late- exponential growth"
3085,ALEsKOs01,140807_6_OxicEvo04tpiAEvo01EPEcoliGlcM9_Broth-3,ac,2.50341,2.50341,mM,HPLC,TRUE,"Biphasic growth: acetate appears to be the dominant excretion product early in exponential growth, but begins to switch to lactate during mid- to late- exponential growth"
3086,ALEsKOs01,140807_3_OxicEvo04tpiAEvo02EPEcoliGlcM9_Broth-1,ac,0.65361,0.65361,mM,HPLC,TRUE,"Biphasic growth: acetate appears to be the dominant excretion product early in exponential growth, but begins to switch to lactate during mid- to late- exponential growth"
3087,ALEsKOs01,140807_3_OxicEvo04tpiAEvo02EPEcoliGlcM9_Broth-2,ac,0.64285,0.64285,mM,HPLC,TRUE,"Biphasic growth: acetate appears to be the dominant excretion product early in exponential growth, but begins to switch to lactate during mid- to late- exponential growth"
3088,ALEsKOs01,140807_3_OxicEvo04tpiAEvo02EPEcoliGlcM9_Broth-3,ac,0.63921,0.63921,mM,HPLC,TRUE,"Biphasic growth: acetate appears to be the dominant excretion product early in exponential growth, but begins to switch to lactate during mid- to late- exponential growth"
3089,ALEsKOs01,140807_4_OxicEvo04tpiAEvo02EPEcoliGlcM9_Broth-1,ac,1.32566,1.32566,mM,HPLC,TRUE,"Biphasic growth: acetate appears to be the dominant excretion product early in exponential growth, but begins to switch to lactate during mid- to late- exponential growth"
3090,ALEsKOs01,140807_4_OxicEvo04tpiAEvo02EPEcoliGlcM9_Broth-2,ac,1.30109,1.30109,mM,HPLC,TRUE,"Biphasic growth: acetate appears to be the dominant excretion product early in exponential growth, but begins to switch to lactate during mid- to late- exponential growth"
3091,ALEsKOs01,140807_4_OxicEvo04tpiAEvo02EPEcoliGlcM9_Broth-3,ac,1.35756,1.35756,mM,HPLC,TRUE,"Biphasic growth: acetate appears to be the dominant excretion product early in exponential growth, but begins to switch to lactate during mid- to late- exponential growth"
3092,ALEsKOs01,140807_5_OxicEvo04tpiAEvo02EPEcoliGlcM9_Broth-1,ac,1.65686,1.65686,mM,HPLC,TRUE,"Biphasic growth: acetate appears to be the dominant excretion product early in exponential growth, but begins to switch to lactate during mid- to late- exponential growth"
3093,ALEsKOs01,140807_5_OxicEvo04tpiAEvo02EPEcoliGlcM9_Broth-2,ac,1.6303,1.6303,mM,HPLC,TRUE,"Biphasic growth: acetate appears to be the dominant excretion product early in exponential growth, but begins to switch to lactate during mid- to late- exponential growth"
3094,ALEsKOs01,140807_5_OxicEvo04tpiAEvo02EPEcoliGlcM9_Broth-3,ac,1.64945,1.64945,mM,HPLC,TRUE,"Biphasic growth: acetate appears to be the dominant excretion product early in exponential growth, but begins to switch to lactate during mid- to late- exponential growth"
3095,ALEsKOs01,140807_6_OxicEvo04tpiAEvo02EPEcoliGlcM9_Broth-1,ac,1.83572,1.83572,mM,HPLC,FALSE,"Biphasic growth: acetate appears to be the dominant excretion product early in exponential growth, but begins to switch to lactate during mid- to late- exponential growth"
3096,ALEsKOs01,140807_6_OxicEvo04tpiAEvo02EPEcoliGlcM9_Broth-2,ac,1.15863,1.15863,mM,HPLC,FALSE,"Biphasic growth: acetate appears to be the dominant excretion product early in exponential growth, but begins to switch to lactate during mid- to late- exponential growth"
3097,ALEsKOs01,140807_6_OxicEvo04tpiAEvo02EPEcoliGlcM9_Broth-3,ac,1.78988,1.78988,mM,HPLC,FALSE,"Biphasic growth: acetate appears to be the dominant excretion product early in exponential growth, but begins to switch to lactate during mid- to late- exponential growth"
3098,ALEsKOs01,140811_2_OxicEvo04tpiAEvo03EPEcoliGlcM9_Broth-1,ac,0.35194,0.35194,mM,HPLC,TRUE,"Biphasic growth: acetate appears to be the dominant excretion product early in exponential growth, but begins to switch to lactate during mid- to late- exponential growth"
3099,ALEsKOs01,140811_2_OxicEvo04tpiAEvo03EPEcoliGlcM9_Broth-2,ac,0.34533,0.34533,mM,HPLC,TRUE,"Biphasic growth: acetate appears to be the dominant excretion product early in exponential growth, but begins to switch to lactate during mid- to late- exponential growth"
3100,ALEsKOs01,140811_2_OxicEvo04tpiAEvo03EPEcoliGlcM9_Broth-3,ac,0.31819,0.31819,mM,HPLC,TRUE,"Biphasic growth: acetate appears to be the dominant excretion product early in exponential growth, but begins to switch to lactate during mid- to late- exponential growth"
3101,ALEsKOs01,140811_3_OxicEvo04tpiAEvo03EPEcoliGlcM9_Broth-1,ac,0.84891,0.84891,mM,HPLC,TRUE,"Biphasic growth: acetate appears to be the dominant excretion product early in exponential growth, but begins to switch to lactate during mid- to late- exponential growth"
3102,ALEsKOs01,140811_3_OxicEvo04tpiAEvo03EPEcoliGlcM9_Broth-2,ac,0.85765,0.85765,mM,HPLC,TRUE,"Biphasic growth: acetate appears to be the dominant excretion product early in exponential growth, but begins to switch to lactate during mid- to late- exponential growth"
3103,ALEsKOs01,140811_3_OxicEvo04tpiAEvo03EPEcoliGlcM9_Broth-3,ac,0.80476,0.80476,mM,HPLC,TRUE,"Biphasic growth: acetate appears to be the dominant excretion product early in exponential growth, but begins to switch to lactate during mid- to late- exponential growth"
3104,ALEsKOs01,140811_4_OxicEvo04tpiAEvo03EPEcoliGlcM9_Broth-1,ac,1.61064,1.61064,mM,HPLC,TRUE,"Biphasic growth: acetate appears to be the dominant excretion product early in exponential growth, but begins to switch to lactate during mid- to late- exponential growth"
3105,ALEsKOs01,140811_4_OxicEvo04tpiAEvo03EPEcoliGlcM9_Broth-2,ac,1.62172,1.62172,mM,HPLC,TRUE,"Biphasic growth: acetate appears to be the dominant excretion product early in exponential growth, but begins to switch to lactate during mid- to late- exponential growth"
3106,ALEsKOs01,140811_4_OxicEvo04tpiAEvo03EPEcoliGlcM9_Broth-3,ac,1.48096,1.48096,mM,HPLC,TRUE,"Biphasic growth: acetate appears to be the dominant excretion product early in exponential growth, but begins to switch to lactate during mid- to late- exponential growth"
3107,ALEsKOs01,140811_5_OxicEvo04tpiAEvo03EPEcoliGlcM9_Broth-1,ac,2.06563,2.06563,mM,HPLC,TRUE,"Biphasic growth: acetate appears to be the dominant excretion product early in exponential growth, but begins to switch to lactate during mid- to late- exponential growth"
3108,ALEsKOs01,140811_5_OxicEvo04tpiAEvo03EPEcoliGlcM9_Broth-2,ac,2.02984,2.02984,mM,HPLC,TRUE,"Biphasic growth: acetate appears to be the dominant excretion product early in exponential growth, but begins to switch to lactate during mid- to late- exponential growth"
3109,ALEsKOs01,140811_5_OxicEvo04tpiAEvo03EPEcoliGlcM9_Broth-3,ac,1.81954,1.81954,mM,HPLC,TRUE,"Biphasic growth: acetate appears to be the dominant excretion product early in exponential growth, but begins to switch to lactate during mid- to late- exponential growth"
3110,ALEsKOs01,140811_6_OxicEvo04tpiAEvo03EPEcoliGlcM9_Broth-1,ac,2.63329,2.63329,mM,HPLC,TRUE,"Biphasic growth: acetate appears to be the dominant excretion product early in exponential growth, but begins to switch to lactate during mid- to late- exponential growth"
3111,ALEsKOs01,140811_6_OxicEvo04tpiAEvo03EPEcoliGlcM9_Broth-2,ac,2.42786,2.42786,mM,HPLC,TRUE,"Biphasic growth: acetate appears to be the dominant excretion product early in exponential growth, but begins to switch to lactate during mid- to late- exponential growth"
3112,ALEsKOs01,140811_6_OxicEvo04tpiAEvo03EPEcoliGlcM9_Broth-3,ac,2.35004,2.35004,mM,HPLC,TRUE,"Biphasic growth: acetate appears to be the dominant excretion product early in exponential growth, but begins to switch to lactate during mid- to late- exponential growth"
3113,ALEsKOs01,140811_1_OxicEvo04tpiAEvo04EPEcoliGlcM9_Broth-1,glc-D,22.123,22.123,mM,HPLC,TRUE,
